date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2021-01-18,GB,Lingfield (AW),12:15,EBF Mares Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard To Slow,12,9,11,,5,0.1,Shiroccy Road (GB),5,M,149,,3:37.22,217.22,5.50,Ben Jones,Emma Lavelle,,–,87,Shirocco (GER),Folie Dancer GB,Exit To Nowhere,J R Lavelle Dr Mark Scott,Towards rear of midfield - raced wide but headway 4 out - hard ridden home turn - weakened over 1f out(op 11/2 tchd 6/1)
2021-01-18,GB,Lingfield (AW),12:15,EBF Mares Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard To Slow,12,3,12,,12.5,7.5,Distant Universe (GB),6,M,145,,3:38.70,218.70,126.00,Graham Carson,Anthony Carson,,–,80,Universal (IRE),Distant Florin GB,Medicean,Clive Dennett,Chased leader - ridden before 3 out - outpaced and bit short of room home turn - weakened from 2f out - well beaten final furlong(op 100/1)
2021-01-18,GB,Lingfield (AW),12:45,Visit attheraces.com Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,8,1,,0,0,Robelli (IRE),6,G,158,,3:32.00,212.00,34.00,Tom Scudamore,Ian Williams,2274.30,–,110,Getaway (GER),Marhab Dancer (IRE),Oscar,John Nicholls Racing,Pressed leader - led 8f out - going best 3f out - went clear over 2f out - hung left and ridden over 1f out - reduced lead inside final 110yds - easily
2021-01-18,GB,Lingfield (AW),12:45,Visit attheraces.com Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,2,2,,3.25,3.25,Datsalrightgino (GER),5,G,158,,3:32.65,212.65,3.50,Gavin Sheehan,Jamie Snowden,667.80,–,104,Its Gino (GER),Delightful Sofie (GER),Grand Lodge,The Gd Partnership,Towards rear - short of room from 3f out - pushed along and headway but no chance with winner 2f out - ridden and went second 1f out - stayed on(op 9/2)
2021-01-18,GB,Lingfield (AW),12:45,Visit attheraces.com Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,11,3,,5.5,2.25,Hanafy (USA),4,G,147,,3:33.10,213.10,23.00,Sean Bowen,Kevin Bishop,333.90,–,90,Animal Kingdom (USA),Uroobah (USA),Dynaformer,Barry Silkman And Gary Pascoe,Held up in rear - headway on outer over 3f out - ridden home turn - hung left over 1f out - went third final 110yds - stayed on(op 20/1 tchd 18/1)
2021-01-18,GB,Lingfield (AW),12:45,Visit attheraces.com Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,10,4,,6,.5,Kimmins (GB),6,M,151,,3:33.20,213.20,4.20,Aidan Coleman,Nicky Henderson,166.95,–,93,High Chaparral (IRE),Tinagoodnight (FR),Sleeping Car,John P Mcmanus,Tracked leaders on inner - pushed along and outpaced when bit short of room over 2f out - ridden and briefly went second over 1f out - no extra and lost third final 110yds(op 3/1 tchd 10/3)
2021-01-18,GB,Lingfield (AW),12:45,Visit attheraces.com Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,6,5,,11.5,5.5,Lelantos (IRE),5,G,158,,3:34.30,214.30,9.00,Jeremiah McGrath,Nicky Henderson,,–,95,Presenting (GB),Western Focus (IRE),Westerner,Middleham Park Racing Xci,Tracked leaders - ridden and outpaced under 3f out - weakened over 1f out(op 5/1)
2021-01-18,GB,Lingfield (AW),12:45,Visit attheraces.com Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,12,6,,13.5,2,Shield Of Honour (GB),4,G,147,,3:34.70,214.70,23.00,Jack Quinlan,Nick Littmoden,,–,82,Helmet (AUS),Betty Brook (IRE),Refuse To Bend,Nick Littmoden,Held up in rear - going okay but waiting for room 3f out - pushed along 2f out - soon ridden and outpaced - no impression from over 1f out(op 16/1)
2021-01-18,GB,Lingfield (AW),12:45,Visit attheraces.com Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,13,7,,15.5,2,Socks Off (IRE),4,G,140,,3:35.10,215.10,17.00,Aaron Anderson,Adrian Paul Keatley,,–,80,Society Rock (IRE),Deliziosa (IRE),Iffraaj,Mrs J Snailum,Held up in rear - pushed along and outpaced over 3f out - well behind but ridden and stayed on from over 1f out(tchd 18/1)
2021-01-18,GB,Lingfield (AW),12:45,Visit attheraces.com Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,3,8,,18,2.5,Denable (GB),5,G,151,,3:35.60,215.60,81.00,Graham Carson,Anthony Carson,,–,88,Champs Elysees (GB),Surprise (IRE),Anabaa Blue,Clive Dennett,Took keen hold - never better than mid-division - ridden and outpaced under 3f out (vet said gelding had lost both of its fore shoes)(op 50/1)
2021-01-18,GB,Lingfield (AW),12:45,Visit attheraces.com Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,1,9,,19,1,Clear On Top (IRE),5,G,158,,3:35.80,215.80,15.00,James Bowen,Tom George,,–,87,Robin Des Champs (FR),Homelander (IRE),Presenting,Nelson Bovington Taylor Delarocha,Midfield - headway on outer 3f out - ridden and outpaced when bumped over 2f out - soon weakened(op 20/1)
2021-01-18,GB,Lingfield (AW),12:45,Visit attheraces.com Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,5,10,,20.5,1.5,Italian Legend (IRE),6,G,158,,3:36.10,216.10,12.00,Daryl Jacob,Nicky Henderson,,–,86,Fame And Glory (GB),Alannico GB,Overbury,Robert Kirkland,Led at steady pace - headed 8f out - pushed along 5f out - outpaced when hung right and ran green over 2f out - weakened over 1f out (jockey said gelding hung right-handed throughout)(op 8/1 tchd 12/1)
2021-01-18,GB,Lingfield (AW),12:45,Visit attheraces.com Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,14,11,,21.5,1,Tizio (IRE),4,G,147,,3:36.30,216.30,15.00,David Bass,Ed de Giles,,–,74,Intello (GER),Tiziana (FR),Touch Down,Nic Allen,Never better than mid-division(op 25/1)
2021-01-18,GB,Lingfield (AW),12:45,Visit attheraces.com Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,9,12,,22.75,1.25,Whitton Loch (IRE),5,G,158,,3:36.55,216.55,151.00,Bryony Frost,Sarah Humphrey,,–,84,Yeats (IRE),Hazel Mist (IRE),Flemensfirth,Mrs Jennifer Pitman,Raced wide - never better than mid-division(op 80/1)
2021-01-18,GB,Lingfield (AW),12:45,Visit attheraces.com Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,13,7,13,,33.75,11,Miss Austen (IRE),6,M,158,,3:38.75,218.75,7.00,Tom OBrien,Hughie Morrison,,–,73,Fame And Glory (GB),Swap Shop (IRE),Lord Americo,The Hill Stud,Raced freely - tracked leaders - pushed along 3f out - weakened quickly over 2f out (vet said mare had been struck into on its left-hind)(op 9/2)
2021-01-18,GB,Lingfield (AW),3:25,Watch Off The Fence On attheraces.com Jumpers Bumper National Hunt Flat Race (Div I),NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,9,9,1,,0,0,Royaume Uni (IRE),4,G,147,,3:30.65,210.65,2.88,Joshua Moore,Gary Moore,3249,–,110,Galileo (IRE),Night Lagoon (GER),Lagunas,Mrs E Avery,Chased leaders - smooth headway and soon led home turn - quickened from over 1f out - went well clear final furlong - impressive(op 3/1)
2021-01-18,GB,Lingfield (AW),3:25,Watch Off The Fence On attheraces.com Jumpers Bumper National Hunt Flat Race (Div I),NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,9,2,2,,6.5,6.5,Atomic Jack (GB),6,G,158,,3:31.95,211.95,6.00,Richard Johnson,George Baker,954,–,110,Nathaniel (IRE),Indigo River (IRE),Kodiac,Turf Club 2020 Co,Pulled hard - towards rear - headway into midfield after 3f - going okay but raced wide home turn - kept on final furlong - went second final 110yds - no match for winner(op 3/1)
2021-01-18,GB,Lingfield (AW),3:25,Watch Off The Fence On attheraces.com Jumpers Bumper National Hunt Flat Race (Div I),NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,9,4,3,,7,.5,Dont Go Gentle (IRE),5,G,158,,3:32.05,212.05,12.00,Sam Twiston-Davies,Nigel Twiston-Davies,477,–,109,Dylan Thomas (IRE),Caedlih Davis (FR),Trempolino,Willy Twiston Davies,Midfield - ridden and outpaced over 2f out - bit short of room and switched left over 1f out - ran on inside final furlong - went third towards finish(op 15/2)
2021-01-18,GB,Lingfield (AW),3:25,Watch Off The Fence On attheraces.com Jumpers Bumper National Hunt Flat Race (Div I),NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,9,8,4,,8.25,1.25,Saturn n Silk (GB),6,M,151,,3:32.30,212.30,10.00,Tom Scudamore,Michael Scudamore,238.50,–,101,Universal (IRE),Manaphy (FR),Kapgarde,P E Truscott,Led - ridden and headed home turn - outpaced over 1f out - lost two places final furlong(tchd 17/2 and tchd 11/1)
2021-01-18,GB,Lingfield (AW),3:25,Watch Off The Fence On attheraces.com Jumpers Bumper National Hunt Flat Race (Div I),NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,9,6,5,,9.25,1,Mystic Dreamer (IRE),7,M,146,,3:32.50,212.50,2.88,Tabitha Worsley,Nick Gifford,,–,100,Sans Frontieres (IRE),Free Dreamer (IRE),Turtle Island,Nick Gifford Racing Club,Raced wide - held up in rear - headway over 5f out - briefly went third home turn - hard ridden over 1f out - weakened gradually inside final furlong(op 9/4 tchd 7/4)
2021-01-18,GB,Lingfield (AW),3:25,Watch Off The Fence On attheraces.com Jumpers Bumper National Hunt Flat Race (Div I),NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,9,1,6,,9.5,0.3,Air Hair Lair (IRE),5,G,151,,3:32.55,212.55,51.00,Niall Houlihan,Sheena West,,–,107,Zebedee (GB),Blond Beauty (USA),Theatrical,I Poysdenr Healb Beesleyd Harperjones,Raced freely - in rear - ridden over 2f out - tracked winner home turn - outpaced and no impression final furlong(op 22/1)
2021-01-18,GB,Lingfield (AW),3:25,Watch Off The Fence On attheraces.com Jumpers Bumper National Hunt Flat Race (Div I),NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,9,7,7,,12,2.5,Ravens Raft (IRE),6,M,151,,3:33.05,213.05,41.00,Lee Edwards,Dave Roberts,,–,97,Ravens Pass (USA),Sea Drift (FR),Warning,D B Roberts,Prominent - ridden from over 2f out - outpaced from over 1f out - well beaten final furlong(op 25/1)
2021-01-18,GB,Lingfield (AW),3:25,Watch Off The Fence On attheraces.com Jumpers Bumper National Hunt Flat Race (Div I),NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,9,5,8,,14.75,2.75,Full Spes (FR),5,G,158,,3:33.60,213.60,23.00,Gavin Sheehan,Warren Greatrex,,–,101,Al Namix (FR),Full Passion (FR),Poliglote,J R Eynon Majithia Awr Consultancy,Held up in midfield - shaken up 5f out - reminders 4f out - raced extremely wide home turn - weakened quickly from over 1f out(tchd 18/1)
2021-01-18,GB,Lingfield (AW),3:25,Watch Off The Fence On attheraces.com Jumpers Bumper National Hunt Flat Race (Div I),NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,9,3,9,,21.75,7,Diamond Joel (GB),9,G,158,,3:35.00,215.00,126.00,Bryony Frost,Sarah Hollinshead,,–,94,Youmzain (IRE),Miss Lacroix GB,Picea,Mrs Norma Harris,Chased leader - ridden and outpaced from 2f out - lost position home turn - got behind final furlong(op 80/1)
2021-01-18,GB,Lingfield (AW),1:15,Watch Sky Sports Racing In HD Jumpers Bumper National Hunt Flat Race,NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,8,2,1,,0,0,Esprit De Somoza (FR),7,G,158,,3:30.90,210.90,12.00,Joshua Moore,Gary Moore,3249,–,124,Irish Wells (FR),Topaze De Somoza (FR),Discover DAuteuil,Robert Forster,Towards rear - headway home turn - challenging over 1f out - led inside final furlong - kept on well final 110yds - just held on(op 20/1)
2021-01-18,GB,Lingfield (AW),1:15,Watch Sky Sports Racing In HD Jumpers Bumper National Hunt Flat Race,NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,8,6,2,,0.3,0.3,Not That Fuisse (FR),8,G,158,,3:30.96,210.96,1.91,Harry Skelton,Dan Skelton,954,–,124,Fuisse (FR),Edelmira (FR),Kahyasi,Colm Donlon,Held up in last - smooth headway 3f out - raced wide home turn - shaken up and outpaced by winner over 1f out - rallied final 110yds - just denied(tchd 11/10)
2021-01-18,GB,Lingfield (AW),1:15,Watch Sky Sports Racing In HD Jumpers Bumper National Hunt Flat Race,NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,8,5,3,,2,1.75,Luckofthedraw (FR),8,G,158,,3:31.30,211.30,10.00,Sam Twiston-Davies,Nigel Twiston-Davies,477,–,122,Martaline (GB),La Perspective (FR),Beyssac,N A Twiston Davies,Prominent - headway and chased leader home turn - ridden and outpaced over 1f out - kept on over 1f out - went third towards finish(op 10/1 tchd 11/1)
2021-01-18,GB,Lingfield (AW),1:15,Watch Sky Sports Racing In HD Jumpers Bumper National Hunt Flat Race,NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,8,4,4,,2.25,0.3,Fanzio (FR),6,G,155,t,3:31.35,211.35,4.33,Paul OBrien,Richard Hobson,238.50,–,121,Day Flight (GB),Tu LAs Eu (FR),Dark Moondancer,Mrs Susan Fox,Led - 2 lengths ahead home turn - ridden from 1f out - headed inside final furlong - weakened quickly final 110yds(op 3/1 tchd 11/4)
2021-01-18,GB,Lingfield (AW),1:15,Watch Sky Sports Racing In HD Jumpers Bumper National Hunt Flat Race,NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,8,3,5,,5.5,3.25,Fairway Freddy (IRE),8,G,158,,3:32.00,212.00,13.00,James Davies,Nick Gifford,,–,118,Elusive Pimpernel (USA),Silent Supreme (IRE),Supreme Leader,New Gold Dream,Raced freely - held up in midfield - ridden and outpaced home turn - no impression from 2f out(op 11/1)
2021-01-18,GB,Lingfield (AW),1:15,Watch Sky Sports Racing In HD Jumpers Bumper National Hunt Flat Race,NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,8,7,6,,6.5,1,Whatthebutlersaw (IRE),12,G,151,,3:32.20,212.20,67.00,Ben Ffrench Davis,Dominic Ffrench Davis,,–,117,Arcadio (GER),Phar From Men (IRE),Phardante,Mrs P Ffrench Davis D Ffrench Davis,Midfield - ridden from 4f out - headway 3f out - weakened from over 2f out - well beaten final furlong(op 40/1)
2021-01-18,GB,Lingfield (AW),1:15,Watch Sky Sports Racing In HD Jumpers Bumper National Hunt Flat Race,NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,8,8,7,,17.5,11,Fricka (GB),8,M,144,,3:34.40,214.40,9.00,Graham Carson,Anthony Carson,,–,99,Sulamani (IRE),Distant Florin GB,Medicean,Clive Dennett,Tracked leaders - ridden over 3f out - outpaced over 2f out - struggled from 2f out - tailed off(op 15/2 tchd 7/1)
2021-01-18,GB,Lingfield (AW),1:15,Watch Sky Sports Racing In HD Jumpers Bumper National Hunt Flat Race,NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,8,1,8,,20,2.5,Espion De Saflo (FR),7,G,158,,3:34.90,214.90,41.00,Jamie Moore,Gary Moore,,–,104,Princeton (FR),Neacoddes (FR),Kadalko,Avery Hodges Moorhead Collins Prtnr,Chased leader - ridden and lost ground quickly 3f out - well beaten from 2f out - tailed off(op 50/1)
2021-01-18,GB,Lingfield (AW),1:45,Sky Sports Racing On Virgin 535 Jumpers Bumper National Hunt Flat Race,NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,11,8,1,,0,0,Supakalanistic (IRE),8,G,158,,3:31.20,211.20,2.75,Sam Twiston-Davies,Nigel Twiston-Davies,4678.56,–,113,Kalanisi (IRE),Keys Hope (IRE),Luso,Jump For Fun Racing,Tracked leader - shaken up to lead 2f out - ridden 1f out - kept on well - just did enough(op 13/8)
2021-01-18,GB,Lingfield (AW),1:45,Sky Sports Racing On Virgin 535 Jumpers Bumper National Hunt Flat Race,NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,11,3,2,,0.2,0.2,Distingo (IRE),8,G,158,v,3:31.24,211.24,11.00,Joshua Moore,Gary Moore,1373.76,–,113,Smart Strike (CAN),Distinctive Look (IRE),Danehill,Alan Jamieson Site Services Ltd,Towards rear of midfield - headway 3f out - pushed along and outpaced over 2f out - ridden and still plenty to do over 1f out - ran on well inside final furlong - went second towards finish - just held(op 12/1 tchd 9/1)
2021-01-18,GB,Lingfield (AW),1:45,Sky Sports Racing On Virgin 535 Jumpers Bumper National Hunt Flat Race,NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,11,5,3,,1.5,1.25,Jersey Wonder (IRE),5,G,158,,3:31.50,211.50,5.00,Daryl Jacob,Oliver Sherwood,686.88,–,111,Zoffany (IRE),Magena (USA),Kingmambo,A Taylor,Led - headed 2f out - ridden over 1f out - kept on until no extra and lost second towards finish(tchd 7/2 and tchd 9/2)
2021-01-18,GB,Lingfield (AW),1:45,Sky Sports Racing On Virgin 535 Jumpers Bumper National Hunt Flat Race,NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,11,9,4,,2.75,1.25,Timberman (IRE),6,G,158,,3:31.75,211.75,5.50,Paddy Brennan,Fergal OBrien,343.44,–,110,Califet (FR),Millrock Lady (IRE),Court Cave,J Turner,Towards rear - headway 4f out - pushed along and outpaced under 3f out - hung left and briefly went third over 1f out - kept on(op 4/1 tchd 5/1)
2021-01-18,GB,Lingfield (AW),1:45,Sky Sports Racing On Virgin 535 Jumpers Bumper National Hunt Flat Race,NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,11,13,5,,3,0.2,Sergeant (FR),4,G,144,h,3:31.84,211.84,41.00,Kevin Jones,Milton Harris,,–,99,Nutan (IRE),Stella Marina (IRE),Dylan Thomas,M F Harris,Towards rear - pushed along 3f out - ridden 2f out - ridden and switched right over 1f out - kept on inside final furlong - nearest finish(op 33/1 tchd 28/1 and tchd 50/1)
2021-01-18,GB,Lingfield (AW),1:45,Sky Sports Racing On Virgin 535 Jumpers Bumper National Hunt Flat Race,NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,11,1,6,,4.25,1.25,Catfish Row (GB),5,G,158,,3:32.05,212.05,23.00,Tom Scudamore,Michael Scudamore,,–,109,Shamardal (USA),Folk Opera (IRE),Singspiel,J C G Chua,Held up in rear - headway over 3f out - pushed along and outpaced over 2f out - ridden 1f out - kept on(op 20/1 tchd 25/1)
2021-01-18,GB,Lingfield (AW),1:45,Sky Sports Racing On Virgin 535 Jumpers Bumper National Hunt Flat Race,NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,11,6,7,,6.25,2,Mobham (IRE),6,G,158,,3:32.45,212.45,151.00,Aidan Coleman,J R Jenkins,,–,107,Teofilo (IRE),Elegant Beauty GB,Olden Times,Mrs Claire Goddard And Robin Stevens,Took keen hold - tracked leaders on inner - ridden over 2f out - weakened inside final furlong(op 125/1)
2021-01-18,GB,Lingfield (AW),1:45,Sky Sports Racing On Virgin 535 Jumpers Bumper National Hunt Flat Race,NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,11,10,8,,14.25,8,Sunrise Ruby (IRE),7,M,151,,3:34.05,214.05,4.00,James Bowen,Nicky Henderson,,–,93,Sholokhov (IRE),Maryota (FR),Martaline,Blunt Breslin Duffy Slattery,Midfield - pushed along and dropped to rear 4f out - ridden and carried head high 3f out - weakened from 2f out(op 10/3)
2021-01-18,GB,Lingfield (AW),1:45,Sky Sports Racing On Virgin 535 Jumpers Bumper National Hunt Flat Race,NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,11,11,9,,14.25,0.1,Win My Wings (IRE),8,M,148,,3:34.07,214.07,41.00,Jack Tudor,Christian Williams,,–,91,Gold Well (GB),Telstar (IRE),Montelimar,Sue Howell,Always towards rear(op 28/1 tchd 50/1)
2021-01-18,GB,Lingfield (AW),1:45,Sky Sports Racing On Virgin 535 Jumpers Bumper National Hunt Flat Race,NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,11,14,10,,22.25,8,Epsom Dreamer (IRE),4,F,140,,3:35.65,215.65,251.00,Jamie Moore,Michael Attwater,,–,72,Ravens Pass (USA),Saxon Princess (IRE),Dalakhani,Dare To Dream Racing,Held up in behind leaders - pushed along and weakened from 3f out(op 125/1 tchd 500/1)
2021-01-18,GB,Lingfield (AW),1:45,Sky Sports Racing On Virgin 535 Jumpers Bumper National Hunt Flat Race,NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,11,4,PU,,-,-,Ezzrah (GB),5,G,151,t,-,-,301.00,Niall Houlihan,Michael Attwater,,–,–,Garswood (GB),Tessie GB,Tiger Hill,Dare To Dream Racing,Tracked leaders - pushed along and weakened quickly over 3f out - eased then pulled up over 2f out (vet said gelding was lame on its left fore)(op 150/1 tchd 500/1)
2021-01-18,GB,Lingfield (AW),2:20,Off The Fence On youtube.com/attheraces Jumpers Bumper National Hunt Flat Race,NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,11,6,1,,0,0,Jarlath (GB),10,G,155,,3:28.75,208.75,67.00,Kevin Jones,Seamus Mullins,3249,–,118,Norse Dancer (IRE),Blue Lullaby (IRE),Fasliyev,D D Sutherland Charles Wilson,In rear - pushed along and headway 2f out - hung left when close up over 1f out - ridden when led final 110yds - kept on and always doing enough(op 40/1)
