date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2018-01-30,GB,Lingfield (AW),1:00,EBF Mares Intermediate Open National Hunt Flat Race (Div I),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard,9,7,8,,9,3.75,Oborne Lady (IRE),5,M,151,,3:45.10,225.10,9.00,Kevin Jones,Seamus Mullins,,–,88,Watar (IRE),Lady Shackleton (IRE),Zaffaran,Simon Christine Prout,Held up in rear - ridden and progress on outer 3f out - no headway over 1f out - weakened(op 10/1 tchd 7/1)
2018-01-30,GB,Lingfield (AW),1:00,EBF Mares Intermediate Open National Hunt Flat Race (Div I),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard,9,1,9,,12.75,3.75,Madam Anna (IRE),5,M,160,h,3:45.85,225.85,21.00,Jack Sherwood,Linda Jewell,,–,91,Papal Bull (GB),Melaaya (USA),Aljabr,Tony Betteridge,Held up in last pair - progress on outer to dispute 2nd 6f out to well over 1f out - weakened quickly(op 16/1)
2018-01-30,GB,Lingfield (AW),1:30,EBF Mares Intermediate Open National Hunt Flat Race (Div II),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard,9,1,1,,0,0,Ceara Be (IRE),5,M,156,,3:54.00,234.00,11.00,Kielan Woods,Alex Hales,2924.10,–,96,Oscar (IRE),Pearls A Singer (IRE),Spectrum,P J P Byrne,Made all - set very slow pace to 3f out - kicked on 2f out - ridden out and always holding on final furlong(op 16/1)
2018-01-30,GB,Lingfield (AW),1:30,EBF Mares Intermediate Open National Hunt Flat Race (Div II),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard,9,7,2,,.5,.5,Buildmeupbuttercup (GB),4,F,152,,3:54.10,234.10,4.00,Graham Lee,Mick Channon,858.60,–,91,Sixties Icon (GB),Eastern Paramour (IRE),Kris Kin,J Turner,Took keen hold - progress to track leading pair after 5f - went 2nd 2f out - tried to challenge final furlong - kept on but always held(tchd 11/4)
2018-01-30,GB,Lingfield (AW),1:30,EBF Mares Intermediate Open National Hunt Flat Race (Div II),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard,9,2,3,,1.5,1,Far Cry (GB),5,M,156,,3:54.30,234.30,15.00,Tom OBrien,Hughie Morrison,429.30,–,94,Sakhees Secret (GB),Yonder GB,And Beyond,Mrs M D W Morrison,Tracked leaders - close up 2f out - ridden on inner and not quicken over 1f out - stayed on same pace final furlong(tchd 12/1)
2018-01-30,GB,Lingfield (AW),1:30,EBF Mares Intermediate Open National Hunt Flat Race (Div II),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard,9,5,4,,2.25,.75,Oriental Flame (GB),5,M,156,h,3:54.45,234.45,21.00,Harry Bannister,Charlie Mann,214.65,–,93,Norse Dancer (IRE),Eastern Paramour (IRE),Kris Kin,W A Harrison Allan,In touch on outer - ridden over 2f out to chase leaders - ran green over 1f out and not quicken - kept on same pace after
2018-01-30,GB,Lingfield (AW),1:30,EBF Mares Intermediate Open National Hunt Flat Race (Div II),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard,9,9,5,,4.25,2,Sixtys Belle (GB),4,F,145,,3:54.85,234.85,7.50,Wayne Hutchinson,Alan King,,–,80,Gold Well (GB),Over Sixty GB,Overbury,Mr Mrs Christopher Harris,Held up in rear - outpaced over 2f out in 6th place - kept on same pace after and no chance(op 8/1 tchd 5/1)
2018-01-30,GB,Lingfield (AW),1:30,EBF Mares Intermediate Open National Hunt Flat Race (Div II),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard,9,6,6,,5.25,1,Simonia (IRE),5,M,151,,3:55.05,235.05,2.10,Ned Curtis,Nicky Henderson,,–,90,Yeats (IRE),Dusty Too GB,Terimon,S P Tindall,With winner - ridden to challenge just over 2f out - not quicken and soon lost place - well held over 1f out(op Evens tchd 5/4)
2018-01-30,GB,Lingfield (AW),1:30,EBF Mares Intermediate Open National Hunt Flat Race (Div II),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard,9,3,7,,7.25,2,Foxtrot Juliet (GB),5,M,149,,3:55.45,235.45,13.00,Fergus Gregory,Olly Murphy,,–,88,Shirocco (GER),Miami Explorer GB,Pennekamp,Foxtrot Racing Foxtrot Juliet,Held up - outpaced over 2f out - no chance after(op 11/1 tchd 10/1)
2018-01-30,GB,Lingfield (AW),1:30,EBF Mares Intermediate Open National Hunt Flat Race (Div II),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard,9,8,8,,7.75,.5,Be Happy Two (GB),4,F,145,,3:55.55,235.55,26.00,Harry Cobden,Ron Hodges,,–,77,Delegator (GB),Theres Two (IRE),Ashkalani,John Frampton Paul Frampton Ron Hodges,Tracked leaders - outpaced over 2f out - soon no chance(op 33/1)
2018-01-30,GB,Lingfield (AW),1:30,EBF Mares Intermediate Open National Hunt Flat Race (Div II),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard,9,4,9,,9,1.25,Kentford Mallard (GB),5,M,149,,3:55.80,235.80,51.00,Daniel Sansom,Seamus Mullins,,–,87,Sulamani (IRE),Kentford Grebe GB,Teenoso,D I Bare,Held up - mostly in last - outpaced over 2f out - no chance after(op 66/1)
2018-02-19,GB,Lingfield (AW),1:45,Champions League Betting At 188Bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard,12,7,1,,0,0,Normal Norman (GB),4,G,154,,3:28.70,208.70,7.00,Paddy Brennan,John Ryan,2274.30,–,101,Shamardal (USA),Ambria (GER),Monsun,Gerry Mcgladery,Tracked leaders - closed to lead 2f out - ridden and quickened clear over 1f out - kept on inside final furlong and never going to be caught(op 12/1)
2018-02-19,GB,Lingfield (AW),1:45,Champions League Betting At 188Bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard,12,1,2,,.75,.75,Sangha River (IRE),5,G,163,,3:28.85,208.85,3.50,David England,Olly Murphy,667.80,–,108,Arcadio (GER),Hidden Reserve (IRE),Heron Island,Mrs Barbara Hester,Took keen hold - held up in touch in last quartet - stuck behind a wall of horses on inner from 3f out - switched right and headway over 1f out - stayed on strongly inside final furlong - went 2nd well inside final furlong - closing rapidly close home(tchd 9/4 and tchd 11/4)
2018-02-19,GB,Lingfield (AW),1:45,Champions League Betting At 188Bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard,12,6,3,,2.5,1.75,You Raised Me Up (IRE),5,G,156,t,3:29.20,209.20,4.50,Leighton Aspell,Martin Brassil,333.90,–,99,Presenting (GB),Morning Supreme (IRE),Supreme Leader,Chiat Kwong Ching S Mulryan,Took keen hold - held up in touch in last pair - headway on outer 3f out - ridden to chase clear winner over 1f out - stayed on but never getting on terms with winner - lost 2nd well inside final furlong(op 9/4 tchd 2/1)
2018-02-19,GB,Lingfield (AW),1:45,Champions League Betting At 188Bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard,12,2,4,,4.75,2.25,Ballinahinch (IRE),6,G,156,,3:29.65,209.65,9.00,Aidan Coleman,Seamus Durack,166.95,–,97,Oscar (IRE),Before (IRE),Ore,Clan Mcneil,Held up well in touch in midfield - not clear run just over 2f out - switched right and headway over 1f out - stayed on under pressure inside final furlong - no threat to winner(op 20/ and tchd 25/1)
2018-02-19,GB,Lingfield (AW),1:45,Champions League Betting At 188Bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard,12,11,5,,5.75,1,Costa Galera (IRE),4,G,147,,3:29.85,209.85,41.00,Charlie Poste,Olly Murphy,,–,87,Rock Of Gibraltar (IRE),Albany Rose (IRE),Noverre,Ready Steady Go,Held up in last pair - last but in touch when not clear run just over 2f out - switched right over 1f out - ridden and headway 1f out - stayed on inside final furlong - never troubled leaders
2018-02-19,GB,Lingfield (AW),1:45,Champions League Betting At 188Bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard,12,4,6,,6.25,.5,Highway Star (FR),6,G,156,,3:29.95,209.95,81.00,Trevor Whelan,Sarah Humphrey,,–,96,Vision DEtat (FR),Lyli Rose (FR),Lyphards Wish,Mrs S J Humphrey,Chased leaders - ridden 2f out - unable to match pace of winner over 1f out - kept on same pace inside final furlong(op 66/1)
2018-02-19,GB,Lingfield (AW),1:45,Champions League Betting At 188Bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard,12,3,7,,7.25,1,Black Kalanisi (IRE),5,G,156,,3:30.15,210.15,4.50,Daryl Jacob,Ben Pauling,,–,95,Kalanisi (IRE),Blackthorne Winter (IRE),Old Vic,The Harefield Racing Club,Took keen hold - chased leaders - shaken up well over 1f out - unable to quicken - well held and kept on same pace inside final furlong(op 3/1 tchd 4/1)
2018-02-19,GB,Lingfield (AW),1:45,Champions League Betting At 188Bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard,12,13,8,,7.75,.5,Queen Montoya (GB),4,F,140,,3:30.25,210.25,67.00,Jack Quinlan,James Eustace,,–,78,High Chaparral (IRE),Rainbow Queen I (FR),Spectrum,Mr Mrs R Scott,Chased leader - ridden to lead entering final 2f - soon headed and unable to quicken over 1f out - weakened inside final furlong(op 100/1)
2018-02-19,GB,Lingfield (AW),1:45,Champions League Betting At 188Bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard,12,5,9,,9.5,1.75,Lord Condi (IRE),5,G,149,,3:30.60,210.60,21.00,Harry Stock,Martin Keighley,,–,92,Papal Bull (GB),Wings To Soar (USA),Woodman,Owners For Owners Lord Condi,Held up in touch in last quartet - not clear run just over 2f out - ridden over 1f out - not clear run and switched right 1f out - kept on but no chance with leaders inside final furlong(op 33/1)
2018-02-19,GB,Lingfield (AW),1:45,Champions League Betting At 188Bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard,12,9,10,,10.25,.75,Amandas Teddy (GB),4,G,140,,3:30.75,210.75,67.00,Sean Houlihan,Pat Phelan,,–,83,Dick Turpin (IRE),Molly Pitcher (IRE),Halling,Paul Bocking,Took keen hold - held up in touch in midfield - ridden 2f out - soon outpaced - weakened inside final furlong(tchd 50/1)
2018-02-19,GB,Lingfield (AW),1:45,Champions League Betting At 188Bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard,12,8,11,,16.25,6,Dubai Dirham (GB),5,M,149,,3:31.95,211.95,21.00,Gavin Sheehan,Suzy Smith,,–,79,Dubai Destination (USA),Rolline (IRE),Revoque,Mrs C Dennis,In touch in midfield - switched right and effort over 2f out - slightly impeded and lost place bend 2f out - no chance after - behind inside final furlong(op 10/1)
2018-02-19,GB,Lingfield (AW),1:45,Champions League Betting At 188Bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard,12,10,12,,17,.75,Bard Of Brittany (GB),4,G,147,,3:32.10,212.10,34.00,Dave Crosse,Mick Channon,,–,76,Sayif (IRE),Lily Le Braz GB,Montjeu,M Channon,Led until headed entering final 2f - lost place under pressure over 1f out - behind inside final furlong(op 50/1)
2018-03-05,GB,Lingfield (AW),2:10,Enhanced Place Odds At 188Bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard,8,2,1,,0,0,Dazibao (FR),5,G,156,,3:35.70,215.70,11.00,Andrew Tinkler,George Baker,2274.30,–,108,Muhaymin (USA),Adjinne (FR),Octagonal,Turf Club 2016,Took keen hold - tracked leaders - smooth progress over 3f out - led 2f out - driven clear over 1f out - pushed out after(op 7/1)
2018-03-05,GB,Lingfield (AW),2:10,Enhanced Place Odds At 188Bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard,8,1,2,,2,2,Balli Martine (FR),5,G,153,h,3:36.10,216.10,17.00,Thomas Garner,Noel Williams,667.80,–,105,Ballingarry (IRE),Miss Martine (FR),Waki River,Alma Vale Racing,Tracked leader - led over 3f out to 2f out - hung left under pressure over 1f out and hit rail - stayed on final furlong but always held(op 14/1)
2018-03-05,GB,Lingfield (AW),2:10,Enhanced Place Odds At 188Bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard,8,7,3,,6.5,4.5,Skyline (GB),4,G,148,,3:37.00,217.00,1.57,Tom OBrien,Hughie Morrison,333.90,–,93,Stimulation (IRE),Yonder GB,And Beyond,Mrs M D W Morrison,Held up in touch - shaken up 3f out - outpaced over 2f out - kept on to take modest 3rd over 1f out - no chance with leading pair(op 8/11)
2018-03-05,GB,Lingfield (AW),2:10,Enhanced Place Odds At 188Bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard,8,4,4,,8,1.5,Foxtrot Juliet (GB),5,M,149,,3:37.30,217.30,13.00,David England,Olly Murphy,166.95,–,92,Shirocco (GER),Miami Explorer GB,Pennekamp,Foxtrot Racing Foxtrot Juliet,Held up in last trio - ridden 3f out and soon outpaced - kept on under pressure from over 1f out(op 10/1)
2018-03-05,GB,Lingfield (AW),2:10,Enhanced Place Odds At 188Bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard,8,5,5,,9.75,1.75,Ace Cheetah (USA),4,C,145,,3:37.65,217.65,13.00,Jamie Bargary,J R Jenkins,,–,89,Kittens Joy (USA),Imagistic (USA),Deputy Minister,Ms Aurelija Juskaite,Held up in last pair - outpaced from 3f out and pushed along - shaken up and passed two rivals final furlong(tchd 14/1)
2018-03-05,GB,Lingfield (AW),2:10,Enhanced Place Odds At 188Bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard,8,6,6,,10.25,.5,Elviz (GB),4,G,148,,3:37.75,217.75,17.00,Jamie Moore,Tony Carroll,,–,89,Medicean (GB),Estrela GB,Authorized,Seasons Holidays,Took keen hold early - tracked leaders - outpaced 2f out - weakened final furlong(op 14/1)
2018-03-05,GB,Lingfield (AW),2:10,Enhanced Place Odds At 188Bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard,8,3,7,,14.75,4.5,Telegraph Place (IRE),5,G,149,,3:38.65,218.65,6.50,Fergus Gregory,Olly Murphy,,–,92,Yeats (IRE),Sea Skate (USA),Gilded Time,Ready Steady Go,Led to over 3f out - soon weakened(op 7/1 tchd 8/1)
2018-03-05,GB,Lingfield (AW),2:10,Enhanced Place Odds At 188Bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard,8,8,8,,98.75,84,Cazza Cazam (GB),4,F,141,,3:55.45,235.45,67.00,Marc Goldstein,Clare Hobson,,–,–,Malinas (GER),Flo The Machine (IRE),Bach,Mrs Rosemary E Hobson,Raced wide - tracked leading pair to halfway - soon dropped to last - tailed off 5f out(op 50/1)
2018-11-13,GB,Lingfield (AW),12:50,starsports.bet Mares Intermediate Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard,7,1,1,,0,0,Giving Back (GB),4,F,157,,3:27.30,207.30,4.50,Tom Cannon,Alan King,2274.30,–,101,Midnight Legend (GB),Giving GB,Generous,Pitchall Stud Partnership Mrs Pat Toye,Held up - only 4th over 2f out as leader going clear - swift progress to take 2nd over 1f out and soon closed - pushed firmly into the lead inside final furlong - always in control after
2018-11-13,GB,Lingfield (AW),12:50,starsports.bet Mares Intermediate Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard,7,5,2,,0.3,0.3,Miss Honey Ryder (IRE),5,M,143,,3:27.36,207.36,11.00,Harry Teal,Warren Greatrex,667.80,–,91,Stowaway (GB),Seesea (IRE),Dr Massini,The Albatross Club,Prominent - led over 4f out - kicked clear over 2f out - edged right over 1f out - headed inside final furlong - stayed on but always held after(op 7/1)
2018-11-13,GB,Lingfield (AW),12:50,starsports.bet Mares Intermediate Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard,7,7,3,,8.25,8,What A Hoot (GB),4,F,150,,3:28.95,208.95,5.50,Aidan Coleman,Emma Lavelle,333.90,–,83,Presenting (GB),Flying Iris (IRE),Un Desperado,Bonita Racing Club,Held up - ridden 6f out and struggling - kept on under pressure final 4f to take modest 3rd near finish(op 5/1)
2018-11-13,GB,Lingfield (AW),12:50,starsports.bet Mares Intermediate Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard,7,4,4,,9.5,1.25,Fatima Blush (GB),5,M,150,,3:29.20,209.20,19.00,James Bowen,Jamie Snowden,166.95,–,81,Black Sam Bellamy (IRE),Samar Qand GB,Selkirk,Fawley House Stud,Prominent - chased leader over 4f out - outpaced over 2f out - lost 2nd over 1f out - weakened final furlong(op 14/1 tchd 20/1)
2018-11-13,GB,Lingfield (AW),12:50,starsports.bet Mares Intermediate Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard,7,6,5,,10,.5,Parody (GB),4,F,150,,3:29.30,209.30,1.91,Harry Cobden,Paul Nicholls,,–,81,Presenting (GB),Arctic Actress GB,Kings Theatre,Owners Group 019,In touch but very green and urged along almost from start - dropped to last pair and ridden over 3f out - plugged on final furlong(op 11/10)
2018-11-13,GB,Lingfield (AW),12:50,starsports.bet Mares Intermediate Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard,7,2,6,,10.75,.75,Annajemima (GB),4,F,150,,3:29.45,209.45,67.00,Joshua Moore,Suzi Best,,–,80,Firebreak (GB),Leaping Flame (USA),Trempolino,Jack Callaghan,Held up - progress over 4f out - disputed 2nd 3f out to over 1f out - weakened(op 50/1)
2018-11-13,GB,Lingfield (AW),12:50,starsports.bet Mares Intermediate Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard,7,3,7,,34.75,24,Drift (GB),5,M,150,h,3:34.25,214.25,34.00,Thomas Garner,Noel Williams,,–,56,With The Flow (USA),Lady Exe GB,Karinga Bay,Noel Williams,Raced wide - led at decent pace - headed over 4f out - weakened rapidly - tailed off(op 40/1)
2018-11-27,GB,Lingfield (AW),12:30,starsports.bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,6,3,1,,0,0,El Kaldoun (FR),4,G,154,,3:33.90,213.90,1.44,Nico de Boinville,Nicky Henderson,2274.30,–,107,Special Kaldoun (IRE),Kermesse dEstruval (FR),Cadoudal,Middleham Park Racing Civ,Tracked leaders on outer - went 2nd over 3f out - shaken up to challenge over 2f out - ridden to lead just inside final furlong - gradually asserted(op 4/11)
2018-11-27,GB,Lingfield (AW),12:30,starsports.bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,6,4,2,,2,2,Millers Bank (GB),4,G,154,,3:34.30,214.30,9.00,Kielan Woods,Alex Hales,667.80,–,102,Passing Glance (GB),It Doesnt Matter GB,Karinga Bay,Stephen Bocking,Led after 4f - pushed along and pressed over 2f out - stayed on but headed and one pace just inside final furlong(op 20/1)
2018-11-27,GB,Lingfield (AW),12:30,starsports.bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,6,1,3,,7,5,Colonel Miller (GB),4,G,154,,3:35.30,215.30,4.50,Tom Cannon,Alan King,333.90,–,97,Multiplex (GB),Legion Of Merit GB,Beat All,Hp Racing Colonel Miller,Close up - chased leading pair 3f out - ridden and outpaced 2f out - one pace after(op 3/1)
2018-11-27,GB,Lingfield (AW),12:30,starsports.bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,6,2,4,,26,19,Dom Garo Cateline (FR),5,G,147,,3:39.10,219.10,34.00,Mr Shane Roche,Thomas Gallagher,166.95,–,78,Ungaro (GER),Dame Jaune (FR),Le Nain Jaune,John Reddington,Progress on outer halfway - chased leader 5f out to over 3f out - weakened rapidly - tailed off(op 40/1 tchd 25/1)
2018-11-27,GB,Lingfield (AW),12:30,starsports.bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,6,5,5,,39,13,Phoenix River (GB),4,G,154,,3:41.70,221.70,21.00,Tom OBrien,Paul Webber,,–,65,Phoenix Reach (IRE),Griselina (IRE),Mandalus,Big Bucks Racing,Led 4f - tracked leader to 5f out - weakened quickly over 3f out - tailed off(op 25/1)
2018-11-27,GB,Lingfield (AW),12:30,starsports.bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,6,6,6,,61,22,Annajemima (GB),4,F,147,,3:46.10,226.10,51.00,Jamie Moore,Suzi Best,,–,36,Firebreak (GB),Leaping Flame (USA),Trempolino,Jack Callaghan,Mostly in last - urged along soon after halfway - behind final 6f - tailed off(tchd 66/1)
2018-12-10,GB,Lingfield (AW),12:30,Matchroom Sport Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,10,4,1,,0,0,Nimby (IRE),4,G,154,,3:38.40,218.40,3.75,Harry Skelton,Dan Skelton,2274.30,–,104,Doyen (IRE),Aint Misbehavin (IRE),Trempolino,Paul Clare Rooney,Held up in midfield - progress to track leaders over 3f out - led well over 1f out - soon ridden clear
2018-12-10,GB,Lingfield (AW),12:30,Matchroom Sport Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,10,5,2,,8,8,Some Boy McCoy (FR),4,G,154,,3:40.00,220.00,3.75,Richard Johnson,Olly Murphy,667.80,–,93,Enrique (GB),Khaylama (IRE),Dr Devious,C J Haughey,Tracked leaders - shaken up to lead well over 2f out - headed well over 1f out - soon outpaced by winner(tchd 5/2 and tchd 10/3)
2018-12-10,GB,Lingfield (AW),12:30,Matchroom Sport Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,10,6,3,,9.75,1.75,The Darley Lama (IRE),4,G,154,,3:40.35,220.35,13.00,Jeremiah McGrath,Charlie Mann,333.90,–,91,Carlotamix (FR),Last Sunrise (IRE),Shahanndeh,Charlie Mann,Held up in midfield - impeded 5f out and dropped to rear - progress over 3f out - ridden 2f out - kept on to take 3rd final furlong(op 10/1)
2018-12-10,GB,Lingfield (AW),12:30,Matchroom Sport Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,10,3,4,,13.5,3.75,Montana Grey (IRE),5,G,154,,3:41.10,221.10,13.00,Leighton Aspell,Emma Lavelle,166.95,–,87,Watar (IRE),Wapiti Creek (IRE),Great Palm,Robert Fanshawe,Well in touch on outer - tracked leading pair over 3f out - ridden over 2f out - outpaced after(tchd 14/1)
2018-12-10,GB,Lingfield (AW),12:30,Matchroom Sport Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,10,2,5,,13.75,0.3,Jimmi Chew (IRE),5,G,147,,3:41.15,221.15,17.00,Mr Benjamin Brackenbury,Alex Hales,,–,87,Jimble (FR),Katie Baby (IRE),Bustomi,Ben Brackenbury,Pressed leader - led 6f to well over 2f out - driven and weakened over 1f out(op 20/1)
2018-12-10,GB,Lingfield (AW),12:30,Matchroom Sport Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,10,7,6,,18.75,5,Thomas Cromwell (GB),5,G,154,,3:42.15,222.15,8.00,Brendan Powell,Brendan Powell,,–,82,Sixties Icon (GB),Salim Toto GB,Mtoto,J H Widdows,Held up in last - some progress from 4f out - never reached leaders - ridden and weakened over 1f out(op 10/1 tchd 6/1)
2018-12-10,GB,Lingfield (AW),12:30,Matchroom Sport Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,10,10,7,,19,0.3,Crem Fresh (GB),4,F,147,,3:42.20,222.20,34.00,David Noonan,Polly Gundry,,–,75,Malinas (GER),Clotted Cream (USA),Eagle Eyed,Mrs Polly Walker,Chased leaders - urged along over 4f out - outpaced 3f out - no headway after(op 25/1)
2018-12-10,GB,Lingfield (AW),12:30,Matchroom Sport Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,10,1,8,,39,20,Golden Hour (USA),4,G,154,t,3:46.20,226.20,51.00,Tom Scudamore,Simon Earle,,–,62,Medaglia dOro (USA),Morrow GB,Pivotal,R L Dacombe,Held up in last trio - progress 5f out - no headway over 2f out - soon weakened quickly - tailed off
2018-12-10,GB,Lingfield (AW),12:30,Matchroom Sport Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,10,9,9,,56,17,W S Gilbert (GB),4,G,147,t,3:49.60,229.60,101.00,Jordan Nailor,John ONeill,,–,45,Librettist (USA),Little Miss Prim GB,Gildoran,Miss Dillie Keane,Held up in last trio - ridden over 4f out - soon lost touch - tailed off
2018-12-10,GB,Lingfield (AW),12:30,Matchroom Sport Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,10,8,10,,69,13,Tribesmans Glory (IRE),4,G,147,,3:52.20,232.20,3.75,Mr Noel George,Tom George,,–,32,Jeremy (USA),Benecash (IRE),Beneficial,T Keelanj Moynihans Nelsond Odonohoe,Took keen hold - led to 6f out - weakened rapidly 5f out - soon tailed off
2019-01-04,GB,Lingfield (AW),12:30,starsports.bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,11,7,1,,0,0,Arkyn (FR),4,G,144,,3:31.70,211.70,3.25,Wayne Hutchinson,Alan King,2274.30,–,103,Champs Elysees (GB),Fever Fever (USA),Elusive Quality,J Law,Held up well in touch in midfield - closed to track leaders over 4f out - chased leader over 2f out - ridden to lead over 1f out - ran on well - comfortably(op 3/1 tchd 7/2)
2019-01-04,GB,Lingfield (AW),12:30,starsports.bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,11,3,2,,7,7,Millers Bank (GB),5,G,156,,3:33.10,213.10,4.00,Kielan Woods,Alex Hales,667.80,–,105,Passing Glance (GB),It Doesnt Matter GB,Karinga Bay,Stephen Bocking,Led - ridden and headed over 1f out - soon outpaced and plugged on same pace inside final furlong(op 9/2 tchd 11/4)
2019-01-04,GB,Lingfield (AW),12:30,starsports.bet Standard Open National Hunt Flat Race,NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,11,11,3,,7.5,.5,Soyouthinksoagain (IRE),4,G,144,,3:33.20,213.20,6.00,Bridget Andrews,Dan Skelton,333.90,–,93,So You Think (NZ),Al Saqiya (USA),Woodman,Wpl Group Holdings Limited,Well in touch in midfield - closed to chase leaders 7f out - ridden and unable to quicken entering final 2f - no chance with winner but kept on inside final furlong(op 3/1)
